"Species","Family","Order","BkL","BNL","BkD","BkW","TsL","WnL","SWL","KpD","TlL","HWI","Mass","Habitat","Hab.Dns","Migrt","TrphL","Trph.Nch","Life.stl","MinLat","MaxLat","CntLat","CntLon","RngSz"
"Platycercus elegans","Psittacidae","Psittaciformes",21,16.7,23.8,12.1,20.5,171,98,73,178.8,42.7,123.9,"Forest",1,1,"Herbivore","Omnivore","In",-39.14,-15.97,-32.73,147.25,743635.36
"Alcedo quadribrachys","Alcedinidae","Coraciiformes",48.4,36.5,9.2,7.3,11.8,77.1,57.6,20,36,25.8,34.9,"Wetland",2,1,"Carnivore","Aquatic predator","In",-13.61,13.71,1.58,13.95,4674328.28
"Pyrrhura cruentata","Psittacidae","Psittaciformes",22.8,19.1,22.7,12.1,15.7,147.4,88.5,59.5,130.6,40.2,75.9,"Forest",1,1,"Herbivore","Omnivore","In",-22.95,-12.37,-18.24,-40.6,10274.69
"Ploceus alienus","Ploceidae","Passeriformes",18.3,11.6,6.4,5.8,19.1,68.2,58.5,9,54.6,13.3,22.2,"Forest",1,1,"Omnivore","Invertivore","In",-4.57,0.78,-1.93,29.2,61881.53
"Turdus rufiventris","Turdidae","Passeriformes",25.2,14.6,6.7,5.3,33.4,115.5,95,20.1,101.5,17.4,69.4,"Forest",1,2,"Omnivore","Invertivore","Gn",-37.43,-2.39,-19.83,-50.7,5028683.78
"Terenura spodioptila","Thamnophilidae","Passeriformes",13.8,9.1,3.2,3.2,14.2,47.9,42.5,5.5,36.2,11.6,6.5,"Forest",1,1,"Carnivore","Invertivore","In",-5.02,8.43,1.95,-60.81,2155598.92
"Chaetocercus astreans","Trochilidae","Apodiformes",15.7,13.1,1.3,1.2,4,33.7,11.6,22,16,65.4,2,"Forest",2,1,"Herbivore","Nectarivore","Ar",10.36,11.18,10.77,-73.64,6505.06
"Notiochelidon murina","Hirundinidae","Passeriformes",9.8,4.3,2.2,3.4,11.5,112.7,56.3,57,61.6,50.3,11.7,"Grassland",3,2,"Carnivore","Invertivore","Ar",-17.86,11.08,-6.5,-74.73,425662.43
"Conopophila whitei","Meliphagidae","Passeriformes",11.5,5.9,2.8,2.5,16.1,61.9,52,10.3,42.1,16.5,9.8,"Woodland",2,2,"Carnivore","Invertivore","In",-30.34,-19.31,-24.43,126.52,1437139.32
"Leptotila wellsi","Columbidae","Columbiformes",21.2,9.6,4.9,3.2,32.2,138,116.4,21.6,91,15.7,200,"Woodland",1,1,"Herbivore","Granivore","Tr",12,12.12,12.05,-61.71,15.36
"Picoides dorsalis","Picidae","Piciformes",26.9,22.7,6.8,8.6,19.3,118.2,87.4,34.1,77.8,28,55.1,"Forest",1,1,"Carnivore","Invertivore","In",34.08,69.69,56.11,-111.44,7897211.06
"Momotus aequatorialis","Momotidae","Coraciiformes",45,33.2,14.1,11.2,28.4,154.8,126.9,26.8,281.5,17.4,158,"Forest",1,1,"Carnivore","Invertivore","In",-15.48,7.09,-2.79,-75.39,97380.48
"Satrapa icterophrys","Tyrannidae","Passeriformes",16.8,10.8,4,4.2,18.8,86.6,67.1,19.6,68.7,22.6,21.5,"Shrubland",3,3,"Carnivore","Invertivore","In",-37.42,10.25,-19.03,-53.9,6572157.33
"Gorsachius leuconotus","Ardeidae","Pelecaniformes",73.7,50.6,15.4,11.7,75.2,247.8,183.2,62.9,101.2,25.6,440,"Wetland",2,2,"Carnivore","Aquatic predator","Tr",-34.21,16.27,-2.09,16.85,7860889.3
"Mimus patagonicus","Mimidae","Passeriformes",19.4,11.6,5,4.6,34,101.7,79.6,23.6,101.3,23,57.8,"Shrubland",3,2,"Carnivore","Invertivore","Tr",-52.17,-22.77,-39.92,-67.91,1400520.82
"Scolopax minor","Scolopacidae","Charadriiformes",71.9,60.6,9.4,6.4,31.3,129.8,90.8,40,63.4,30.6,196.3,"Forest",3,3,"Carnivore","Invertivore","Tr",27.95,51.35,41.69,-84.25,4263445.34
"Cursorius temminckii","Glareolidae","Charadriiformes",21.3,12.7,4.2,4.4,40.9,120.2,74.2,46.2,42.8,38.4,69.2,"Grassland",3,1,"Carnivore","Invertivore","Tr",-30.47,17.24,-4.51,19.25,10871643.44
"Arborophila davidi","Phasianidae","Galliformes",25.1,8.8,7.1,5.1,36.5,130,95.7,34.3,49.3,26.4,241,"Forest",1,1,"Herbivore","Omnivore","Tr",11.13,12.41,11.87,107.3,4465.39
"Circus buffoni","Accipitridae","Accipitriformes",41.4,20.9,16.6,12.7,85.3,436,226,210,265,48.2,507.4,"Grassland",3,2,"Carnivore","Vertivore","Ar",-41.17,10.7,-22.38,-55.29,4327364.53
"Spizaetus melanoleucus","Accipitridae","Accipitriformes",40.9,23.9,20.7,12.8,72.1,400.6,275.4,124.3,249,31.1,850,"Forest",2,1,"Carnivore","Vertivore","Ar",-31.3,23.78,-6.79,-62.97,8710494.02
"Platyspiza crassirostris","Emberizidae","Passeriformes",17.4,10.6,10.6,6.7,27.3,82.4,68.8,14.2,54.2,17,35.5,"Woodland",2,1,"Herbivore","Herbivore terrestrial","In",-1.36,0.65,-0.53,-91.03,7065.08
"Macronous ptilosus","Timaliidae","Passeriformes",18,10.4,4.4,4.3,22.7,70.8,65.6,7,62.6,9.6,18,"Forest",1,1,"Carnivore","Invertivore","In",-5.78,12.38,0.79,107.21,444346.1
"Cardinalis phoeniceus","Cardinalidae","Passeriformes",19.5,13.3,13.6,9.3,23.4,84.4,71.5,13,82.3,15.4,35,"Shrubland",2,1,"Omnivore","Omnivore","In",9.74,12.46,10.96,-69.58,69681.59
"Cyanerpes lucidus","Thraupidae","Passeriformes",21.9,15,3.4,3.4,13.1,57,43.1,13.9,30.2,24.3,11.4,"Forest",1,1,"Herbivore","Omnivore","In",7.09,17.22,12.7,-84.58,234923.27
"Tiaris obscurus","Emberizidae","Passeriformes",10.4,5.4,5.8,4.8,17.3,52.4,46,7.9,42.3,14.7,11.2,"Shrubland",2,2,"Herbivore","Granivore","Tr",-25.74,11.69,-6.35,-72.97,1000344.6
"Lonchura leucogastroides","Estrildidae","Passeriformes",11.4,7.7,7.4,5.9,13.7,48.3,38.5,9.9,41.6,20.4,11.7,"Grassland",3,1,"Herbivore","Granivore","Gn",-8.96,-3.32,-6.49,108.6,198034.91
"Athene brama","Strigidae","Strigiformes",19.7,12.4,11.3,7.5,25.6,153,108.5,44.5,74.2,29.2,112,"Human Modified",2,1,"Carnivore","Invertivore","In",8.07,34.13,21.94,82.93,5213398.06
"Ramphocelus carbo","Thraupidae","Passeriformes",18.3,11.8,7.9,7.4,21.6,78.1,66.1,12.4,79.9,15.8,25.9,"Human Modified",2,1,"Omnivore","Omnivore","In",-24.78,11.54,-6.98,-58.6,10498944.34
"Pycnonotus atriceps","Pycnonotidae","Passeriformes",15.7,9.5,4.6,4.2,15.1,77.7,64,13.1,67,17,25.5,"Forest",1,1,"Herbivore","Frugivore","In",-8.85,28.88,10.81,103.56,2972073.6
"Bathmocercus winifredae","Sylviidae","Passeriformes",15.6,8.4,3.5,3.3,22.1,56.3,51.8,4.5,53.8,8.1,14.8,"Forest",1,1,"Carnivore","Invertivore","In",-7.97,-5.91,-6.89,36.77,6749.9
"Dendrocopos nanus","Picidae","Piciformes",13.8,10.5,4.4,4.1,13.5,76.4,55.9,21.1,36,27.4,16.2,"Woodland",2,1,"Carnivore","Invertivore","In",5.92,32.21,20.85,79.3,2390435.35
"Anthracoceros coronatus","Bucerotidae","Bucerotiformes",202.6,160.8,89.1,35,60.2,306.2,263.9,54.1,317.7,17,806.7,"Forest",2,1,"Herbivore","Frugivore","In",5.92,24.81,19.07,80.77,701610.86
"Thamnophilus unicolor","Thamnophilidae","Passeriformes",22.1,10.4,5.9,4.9,22.4,69.4,64.8,5.3,62,7.6,24.2,"Forest",1,1,"Carnivore","Invertivore","In",-13.22,7.13,-0.65,-76.54,168168.06
"Pyrrhura hoematotis","Psittacidae","Psittaciformes",18.2,15.5,18.8,9.6,13,125.2,72.5,52.8,111.5,42.1,68.7,"Forest",1,1,"Herbivore","Omnivore","In",9.65,10.56,10.26,-67.7,6303.91
"Avocettula recurvirostris","Trochilidae","Apodiformes",18.6,14.4,2.4,2.5,3.3,55.8,22.5,32.3,28.9,58.9,4.2,"Forest",2,1,"Herbivore","Nectarivore","Ar",-10.32,8.78,-2.08,-56.26,2531616.04
"Myiobius sulphureipygius","Tyrannidae","Passeriformes",14.6,7.6,3.3,4.2,16.9,66.4,55.5,10.9,56.2,16.4,11.6,"Forest",1,1,"Carnivore","Invertivore","In",-4.11,21.44,12.24,-84.75,640104.92
"Oreornis chrysogenys","Meliphagidae","Passeriformes",26,11.7,5.3,3.9,38.4,129,106.8,22.2,128.9,17.2,69.5,"Forest",3,1,"Omnivore","Omnivore","In",-5.03,-3.41,-4.1,138.25,22304.25
"Jacamaralcyon tridactyla","Galbulidae","Piciformes",47.1,36.1,5.8,4.7,10.3,71.6,53.9,18.1,68.8,25.2,18.3,"Forest",2,1,"Carnivore","Invertivore","In",-25.88,-18.51,-21.86,-46.11,389660.14
"Malimbus coronatus","Ploceidae","Passeriformes",18.7,11.6,6.9,5.5,20.9,84.2,70.5,13.5,61.9,16.1,32,"Forest",1,1,"Carnivore","Invertivore","In",-4.43,5.37,1.19,23.26,395465.27
"Thripadectes ignobilis","Furnariidae","Passeriformes",23.1,13.9,7.3,5,25.4,93.8,81,13.5,81.6,14.2,47.2,"Forest",1,1,"Carnivore","Invertivore","In",-3.67,6.8,1.97,-77.83,41009.22
"Tarsiger johnstoniae","Muscicapidae","Passeriformes",13.4,7.2,3,3,26.4,73.5,60.2,13.3,60,18.1,10.5,"Forest",1,1,"Carnivore","Invertivore","Tr",22.24,24.95,23.71,121.1,23533.29
"Passer griseus","Passeridae","Passeriformes",14.2,9.7,7.4,6.3,18.1,78.9,62.5,16.3,59,20.7,27.8,"Shrubland",3,1,"Herbivore","Granivore","Tr",-19,18.82,6.43,14.8,10513534.53
"Otus flammeolus","Strigidae","Strigiformes",16.3,7.9,9.1,6,21.7,133,92,41,61.2,30.8,59.9,"Forest",1,3,"Carnivore","Invertivore","In",16.64,51.91,34.83,-111.04,1041707.57
"Spizaetus tyrannus","Accipitridae","Accipitriformes",42.3,24.9,21,12.1,80.4,384.4,315.6,68.6,334.4,17.9,1007.1,"Forest",2,1,"Carnivore","Vertivore","In",-30.42,21.81,-4.6,-62.84,8304333.12
"Lanius meridionalis","Laniidae","Passeriformes",22.9,13.2,8.9,6.7,30.6,104.1,79.2,24.8,106.2,23.8,60.4,"Shrubland",2,2,"Carnivore","Invertivore","In",36.47,44.6,40.37,-3.1,557659.42
"Atlapetes melanopsis","Emberizidae","Passeriformes",18,9.6,6.2,5.5,26.2,76,65.6,10.4,81,13.7,29.6,"Shrubland",2,1,"Omnivore","Omnivore","Gn",-13.31,-11.5,-12.28,-74.42,3079.58
"Pterodroma magentae","Procellariidae","Procellariiformes",31.2,23.6,13.9,8.7,41.2,306,198,108,129,35.3,465,"Marine",3,2,"Carnivore","Aquatic predator","Gn",-55.97,-41.88,-48.85,-168.89,1846626.61
"Eubucco tucinkae","Ramphastidae","Piciformes",24.1,16.9,10,8.5,19.9,76.6,66.2,10.4,59.9,13.6,41.7,"Forest",1,1,"Herbivore","Frugivore","In",-14.09,-8.18,-11.37,-70.68,177646.68
"Glaucidium nubicola","Strigidae","Strigiformes",14.8,10.6,9.6,8.2,16.9,92,85,7,44.5,7.6,77.5,"Forest",1,1,"Carnivore","Omnivore","In",-3.64,5.46,2.4,-77.43,6915.65
"Aplonis panayensis","Sturnidae","Passeriformes",22.2,13,6.3,5.2,21.8,95.5,62,33.2,59.4,34.9,56.2,"Shrubland",1,1,"Herbivore","Frugivore","In",-8.85,24.53,3.77,109.47,2145170.85
"Dinopium rafflesii","Picidae","Piciformes",31.6,24.6,8.5,8.9,23.3,134.2,103.3,24.2,90.5,19,102,"Forest",1,1,"Carnivore","Invertivore","In",-5.91,16.47,1.37,108.64,1030245.34
"Monarcha brehmii","Monarchidae","Passeriformes",17.9,11.5,4.4,5.9,19.5,75,67,8,66,10.7,41,"Forest",1,1,"Carnivore","Invertivore","In",-1.22,-0.63,-0.94,135.89,2524.27
"Dicaeum agile","Dicaeidae","Passeriformes",11,6.9,3.6,3.6,13.7,60.2,42.7,17.6,31,29.1,9,"Forest",2,1,"Herbivore","Frugivore","In",-10.37,33.69,17.17,89.75,4185282.4
"Leptoptilos crumeniferus","Ciconiidae","Ciconiiformes",316,257,71.2,47.7,265.5,708.5,401.2,291.2,266.3,42,6067.9,"Grassland",3,1,"Omnivore","Omnivore","Tr",-32.01,16.94,-3.07,25.26,12361408.84
"Myrmeciza exsul","Thamnophilidae","Passeriformes",21,12.2,5.1,5,28.5,65.9,60.6,4.9,47.1,7.3,26.5,"Forest",1,1,"Carnivore","Invertivore","In",-3.58,15.88,7.79,-79.6,357249.38
"Plectorhyncha lanceolata","Meliphagidae","Passeriformes",20.7,11.9,4.8,3.7,24.8,110.8,83.1,22.3,98.8,21.1,40.6,"Forest",2,1,"Herbivore","Omnivore","In",-37.8,-17.83,-28.84,146.02,2020455.09
"Pheucticus melanocephalus","Cardinalidae","Passeriformes",19.1,13,12.1,9.1,22.9,100.5,76,24.3,72.8,24.2,47.1,"Forest",2,3,"Carnivore","Invertivore","In",16.29,51.51,39.12,-109.95,4524419.42
"Chaetorhynchus papuensis","Dicruridae","Passeriformes",21.8,10.7,7.9,6.4,20,109,85.1,24.2,94.5,22.2,37.2,"Forest",1,1,"Carnivore","Invertivore","In",-10.7,-0.69,-5.16,141.85,305618.38
"Megalaima flavifrons","Ramphastidae","Piciformes",21.4,15.3,9.5,7.7,24.6,88.6,71,17.2,57,19.6,58.5,"Forest",1,1,"Herbivore","Frugivore","In",5.92,7.85,6.87,80.58,25071.76
"Lonchura bicolor","Estrildidae","Passeriformes",10.4,8.4,7.2,5.7,12.4,48.7,38.3,10.3,33.3,21.3,9.9,"Woodland",2,1,"Herbivore","Granivore","In",NA,NA,NA,NA,NA
"Lophotriccus eulophotes","Tyrannidae","Passeriformes",11,7.1,2.9,3.9,14.9,46.6,38.5,8.1,38.4,17.4,6,"Forest",1,1,"Carnivore","Invertivore","In",-12.82,-7.42,-9.61,-69.59,328683.83
"Gymnopithys rufigula","Thamnophilidae","Passeriformes",20.4,12.7,5,4.9,26.8,75.3,67.5,8.5,47.9,11.2,29.1,"Forest",1,1,"Carnivore","Invertivore","In",-3.36,8.07,2.53,-59.43,1727736.89
"Aegithina nigrolutea","Aegithinidae","Passeriformes",15.7,9.8,3.7,3.7,18,64.4,56.5,8,47.2,12.4,11.8,"Shrubland",2,1,"Carnivore","Invertivore","In",6.67,30.68,24.1,76.97,714297.74
"Trogon melanocephalus","Trogonidae","Trogoniformes",21,13.8,11.4,8.8,14.2,142.7,93,51.4,144,35.6,85.1,"Forest",1,1,"Omnivore","Omnivore","In",9.55,21.61,16.77,-89.5,443923.31
"Mulleripicus fulvus","Picidae","Piciformes",43.6,31.4,11,11,32.2,179.5,147.8,30.2,166.4,17,312.3,"Forest",1,1,"Carnivore","Invertivore","In",-5.64,1.74,-1.76,121.71,103818.08
"Anthus caffer","Motacillidae","Passeriformes",13.2,7.6,3.8,3.3,17.9,71.1,56.6,14.5,54,20.4,16.8,"Grassland",2,1,"Carnivore","Invertivore","Tr",-29.17,5.82,-18.02,28.3,777647.91
"Larus hartlaubii","Laridae","Charadriiformes",39.5,16.3,8.9,4.8,41.1,269.8,123.8,146,97.8,54.1,292,"Coastal",3,1,"Carnivore","Aquatic predator","Gn",-34.84,-22.83,-29.68,17.14,69935.23
"Caprimulgus poliocephalus","Caprimulgidae","Caprimulgiformes",15.7,6.7,2.5,4.4,16.5,152.5,86,66.5,110.2,43.6,41.8,"Forest",2,2,"Carnivore","Invertivore","Ar",NA,NA,NA,NA,NA
"Eremomela icteropygialis","Sylviidae","Passeriformes",11,6.2,2.5,2.4,16.9,53.2,46.4,6.6,33.6,12.5,7.5,"Shrubland",2,1,"Carnivore","Invertivore","In",NA,NA,NA,NA,NA
"Bombycilla cedrorum","Bombycillidae","Passeriformes",15.1,6.6,4.9,4.5,16.7,95.4,62,33.5,59.8,35.1,31.6,"Woodland",2,3,"Herbivore","Frugivore","In",33.45,60.2,47.88,-97.87,7437954.14
"Eurylaimus javanicus","Eurylaimidae","Passeriformes",28.6,19.7,11.5,16.9,25,103.9,82.9,21.6,58.8,20.9,78.2,"Forest",1,1,"Carnivore","Invertivore","In",-8.78,20.08,5.46,106.59,2274812.42
"Merops bullockoides","Meropidae","Coraciiformes",37.5,28.9,6.7,6.5,12.4,111.8,84.5,28.5,92,25.2,34.8,"Woodland",2,1,"Carnivore","Invertivore","In",-31.53,2.81,-13.41,25.85,5313566.69
"Mycerobas melanozanthos","Fringillidae","Passeriformes",27.8,18,18,14.1,22.3,120.6,76.3,43.5,72.8,36.3,62,"Forest",1,1,"Herbivore","Omnivore","In",18.64,35.16,27.47,95.77,1431214.95
"Merops breweri","Meropidae","Coraciiformes",47.7,36.8,9.8,8.4,12.7,121.5,92.5,29,148.2,23.9,49.7,"Forest",1,1,"Carnivore","Invertivore","In",-6.6,9.73,0.7,18.24,1625936.76
"Oceanodroma tristrami","Hydrobatidae","Procellariiformes",20.3,11.6,5.3,3.5,26.6,177.4,76.8,102.5,92.2,57.2,89.1,"Marine",3,3,"Carnivore","Aquatic predator","Ar",14.86,47.72,31.32,35.17,13675265.59
"Iole virescens","Pycnonotidae","Passeriformes",19,13.2,5.2,4.8,18.3,87,72,15.6,84,17.9,25.9,"Forest",1,1,"Herbivore","Frugivore","In",12.53,25.56,20.46,95.78,293077.58
"Sturnus sericeus","Sturnidae","Passeriformes",26.8,16.3,5.5,4.8,29.9,120.6,80.8,39.2,71.8,32.6,65,"Shrubland",2,2,"Omnivore","Invertivore","In",18.16,32.49,27.11,112,1660503.05
"Erythrura regia","Estrildidae","Passeriformes",14.2,9.6,9.2,6.1,17.7,61.8,48.8,13.2,37.6,21.2,13.2,"Forest",2,1,"Herbivore","Frugivore","In",-17.83,-14.63,-15.78,167.24,5413.86
"Thryothorus nicefori","Troglodytidae","Passeriformes",22.1,14.5,4.4,3.4,22.7,67.2,58.2,9,45,13.6,27.2,"Shrubland",2,1,"Carnivore","Invertivore","In",5.8,7.36,6.42,-73.29,4873.35
"Chlorothraupis frenata","Thraupidae","Passeriformes",20.4,13.3,9.3,8,22.7,87.8,72.3,15.3,65.5,17.6,37.8,"Forest",1,1,"Carnivore","Invertivore","In",-17.85,1.57,-11.46,-71.87,108990.05
"Nesillas lantzii","Sylviidae","Passeriformes",15.4,8.2,3.4,3.1,22.4,61.2,53.9,7.1,80,11.7,19.7,"Shrubland",2,1,"Carnivore","Invertivore","In",-25.61,-20.44,-23.7,44.68,69721.5
"Sheppardia cyornithopsis","Muscicapidae","Passeriformes",14.7,7.8,3.7,4.2,22.1,70.5,58.9,9.8,51.7,14.3,18.4,"Forest",1,1,"Carnivore","Invertivore","In",-4.86,9.81,2.35,12.09,1075584.69
"Ixobrychus sturmii","Ardeidae","Pelecaniformes",46.2,32,9.2,7,46.5,155.8,104.9,51.1,56,32.8,140,"Wetland",1,1,"Carnivore","Aquatic predator","Tr",-34.34,17.02,-2.48,20.45,12872490.53
"Patagioenas speciosa","Columbidae","Columbiformes",24.5,12.3,6,4.8,23.7,184.7,114,65.5,98.3,36.5,258.5,"Forest",1,1,"Herbivore","Frugivore","In",-27.14,21.36,-4.09,-63.71,7713359.51
"Bowdleria punctata","Sylviidae","Passeriformes",15.4,9.3,4.5,3.6,24.4,66.4,57.4,9.8,74.7,14.6,25.2,"Shrubland",2,1,"Carnivore","Invertivore","Gn",-48.02,-34.39,-41.77,172.11,196473.42
"Malcorus pectoralis","Cisticolidae","Passeriformes",12.2,6.8,2.9,2.5,19.6,49.4,43.7,5.3,74.4,10.8,10.1,"Shrubland",2,1,"Carnivore","Invertivore","Gn",-34.14,-18.34,-27.84,21.42,1273750.67
"Cotinga amabilis","Cotingidae","Passeriformes",17.9,9.4,5.4,5.3,21.6,108.3,81.8,25.9,70.2,24,71.5,"Forest",1,1,"Herbivore","Frugivore","In",8.8,19.04,15.79,-89.47,297726.28
"Diglossa albilatera","Thraupidae","Passeriformes",13.1,7.3,4.6,3.1,19.8,56.7,47.7,9.6,43.5,16.7,9.8,"Forest",2,1,"Omnivore","Nectarivore","In",-10.68,11.04,1.6,-75.78,254619.68
"Nectarinia buettikoferi","Nectariniidae","Passeriformes",21.3,15.8,3.4,3.5,15.2,50.2,43.2,7,34,14,9,"Forest",2,1,"Omnivore","Omnivore","In",-10.32,-9.28,-9.76,119.95,10702.41
"Ptilorrhoa caerulescens","Eupetidae","Passeriformes",24.4,14,5.7,4.8,32.4,89,79.9,9.2,92.5,10.4,49,"Forest",1,1,"Carnivore","Invertivore","Tr",-10.7,-0.34,-4.9,139.89,428044.7
"Contopus nigrescens","Tyrannidae","Passeriformes",13.4,7.3,3.1,4.7,11.9,66.8,48.1,18.6,62.8,28,9.5,"Forest",1,1,"Carnivore","Invertivore","In",-11.41,1.65,-5.02,-58.95,254170.68
"Ninox rufa","Strigidae","Strigiformes",38.5,23.8,22.2,13.8,47.2,327.2,236,91.8,200,28,931.7,"Forest",1,2,"Carnivore","Vertivore","In",-19.92,0.04,-6.71,140.79,824417.84
"Aix sponsa","Anatidae","Anseriformes",38.6,24.7,11.4,15.1,32.9,220.5,111,108.5,106.8,49.4,657.6,"Wetland",3,1,"Herbivore","Omnivore","Gn",19.83,55.22,42.14,-92.18,6191757.66
"Puffinus tenuirostris","Procellariidae","Procellariiformes",37.2,22.2,7.5,6.5,49.3,262.2,93.2,165,82.8,63.8,559,"Marine",3,3,"Carnivore","Aquatic predator","Gn",-70.06,77.1,0.74,4.17,112949641.5
"Erythrura prasina","Estrildidae","Passeriformes",13.6,9.6,7.4,6.8,14,56.3,43,13.9,56.6,24.4,14.7,"Forest",2,1,"Herbivore","Granivore","In",-8.78,20.86,1.64,108.07,1585424.03
"Melanerpes erythrocephalus","Picidae","Piciformes",27.3,20.3,7.4,7.6,20.6,139.7,98.9,40.6,83.3,29.1,71.6,"Forest",1,1,"Carnivore","Invertivore","In",25.64,51.7,40.26,-93.26,5461683.2
"Platysmurus leucopterus","Corvidae","Passeriformes",38.8,26.6,16.6,13.1,37.7,185.5,157.6,27.7,167.2,14.9,180,"Forest",1,1,"Omnivore","Omnivore","In",-6.08,14.09,1.46,107.87,1299814.63
"Amazilia chionogaster","Trochilidae","Apodiformes",25.6,19.9,2.2,2.5,6.2,57.7,21.4,35.9,32.1,62.8,5,"Shrubland",2,1,"Herbivore","Nectarivore","Ar",-30.21,-5.21,-16.28,-69.48,488801.52
"Prinia atrogularis","Cisticolidae","Passeriformes",13,7.1,2.9,2.4,19.2,47.9,44.1,3.8,96.6,7.9,11.8,"Grassland",2,1,"Carnivore","Invertivore","In",-5.81,29.26,20.96,102.46,1975619.67
"Mycerobas affinis","Fringillidae","Passeriformes",25.7,16.8,14.9,11.8,27.4,123.8,92.5,31,89.2,25.1,83,"Forest",1,2,"Herbivore","Omnivore","In",25.02,35.83,30.02,96.37,1011882.5
"Acanthornis magna","Acanthizidae","Passeriformes",15.2,8.4,2.9,2.3,21.9,56,46.1,9.2,48,16.6,10.2,"Forest",1,1,"Carnivore","Invertivore","Gn",-43.64,-39.58,-41.92,146.39,45032.53
"Mesophoyx intermedia","Ardeidae","Pelecaniformes",81.5,60.3,14,10.5,105.3,298.8,207.9,89.8,117.2,30.3,458.8,"Wetland",3,2,"Carnivore","Aquatic predator","Tr",-39.24,39.29,-2.54,57.95,24121910.25
"Vini peruviana","Psittacidae","Psittaciformes",14.2,10,8.9,6.6,14.2,107.6,56.9,49.1,66.6,46.4,29,"Woodland",2,1,"Herbivore","Nectarivore","In",-16.57,-14.9,-15.3,-148.17,58.62
"Cettia seebohmi","Sylviidae","Passeriformes",13.1,6.6,3,2.6,18.1,51.4,44.8,4.7,85.5,9.6,12.2,"Forest",1,1,"Carnivore","Invertivore","Gn",15.85,18.48,16.93,121,14356.22
"Stephanophorus diadematus","Thraupidae","Passeriformes",14.1,8.7,7.5,6.4,23.2,98.2,77.4,20.4,81.2,20.8,35.4,"Forest",1,2,"Herbivore","Frugivore","In",-35.87,-20.92,-28.63,-53.57,1088996.67
"Elaenia martinica","Tyrannidae","Passeriformes",14.7,7.9,4.2,4.4,20.5,78,63.2,15.1,74,19.3,20.8,"Forest",2,1,"Omnivore","Invertivore","In",11.99,21.53,17.8,-73.04,26788.39
"Spizixos canifrons","Pycnonotidae","Passeriformes",13.6,8.2,7.1,5.4,19,95,78.1,16.9,94,17.8,44,"Shrubland",2,1,"Herbivore","Omnivore","In",17.36,29.17,23.9,99.22,1162572.35
"Thryothorus sclateri","Troglodytidae","Passeriformes",17.9,13.1,4,3,21.1,60.3,54.7,7.3,55,11.9,20,"Woodland",1,1,"Carnivore","Invertivore","In",-6.56,6.43,-1.82,-78.93,76957.38
"Dicrurus andamanensis","Dicruridae","Passeriformes",29.9,17.9,9.3,9.4,21.8,130,98.2,31.8,158.2,24.4,50.5,"Forest",1,1,"Carnivore","Invertivore","In",10.51,14.19,12.3,92.78,5726.81
"Garrulax perspicillatus","Timaliidae","Passeriformes",28.6,18.1,8.2,6.3,41.9,123.6,112.5,10.8,147.1,8.8,117.8,"Shrubland",2,1,"Carnivore","Invertivore","Tr",13.17,35.95,27.75,112.99,1367037.22
"Passer montanus","Passeridae","Passeriformes",13.2,8.2,6.5,5.5,16.4,67.9,51.2,16.7,51,24.6,21.4,"Woodland",2,1,"Omnivore","Granivore","Tr",-10.94,71.06,46.61,81.35,39069801.39
"Myiagra galeata","Monarchidae","Passeriformes",16.2,8.4,4,6.2,15.4,67.6,56.1,11.5,54.3,16.9,11,"Forest",2,1,"Carnivore","Invertivore","In",-3.88,2.64,-1.37,128.18,44624.81
"Malurus alboscapulatus","Maluridae","Passeriformes",13.7,7.3,3.2,3.2,21.4,49.4,44.2,4.8,45.6,9.8,9.3,"Shrubland",3,1,"Carnivore","Invertivore","In",-10.7,-0.34,-5.43,141.06,778806.38
"Euryptila subcinnamomea","Cisticolidae","Passeriformes",14.4,7.7,3.1,2.5,21,51.6,46.4,4.6,59.2,9,11.5,"Shrubland",3,1,"Carnivore","Invertivore","Tr",-33.92,-23.52,-30.36,20.25,274057.07
"Dendrocitta frontalis","Corvidae","Passeriformes",32.5,20.5,14.9,9.7,30,130.2,113.9,16.7,214.4,12.7,100,"Forest",1,1,"Carnivore","Omnivore","In",21.74,29.6,26.44,96.49,200384.69
"Carduelis spinoides","Fringillidae","Passeriformes",13.7,8.6,7.2,5.9,15.4,77.1,50.5,26.6,46.8,34.5,18.6,"Forest",2,1,"Herbivore","Granivore","In",20.17,35.39,27.93,87.31,491504.66
"Phalaropus lobatus","Scolopacidae","Charadriiformes",24.4,19.1,2.7,2.5,18.8,109,55.2,54.4,50.6,49.6,36.7,"Wetland",3,3,"Carnivore","Aquatic predator","Tr",50.94,75.25,65.91,-35.96,9098836.74
"Carduelis flavirostris","Fringillidae","Passeriformes",9.3,6.9,5.8,4.6,14.7,75.9,51.7,24.2,64.8,31.9,15.4,"Grassland",3,3,"Herbivore","Granivore","In",28.39,71.19,42.03,78.68,6668808.82
"Urocynchramus pylzowi","Urocynchramidae","Passeriformes",12.7,7.3,4.6,3.9,22,73.5,62.6,10.8,78.2,14.8,28.6,"Shrubland",2,1,"Herbivore","Granivore","Gn",28.83,38.92,33.82,100.08,627499.68
"Mesitornis unicolor","Mesitornithidae","Mesitornithiformes",21.5,9,4.6,3.1,39.6,114.5,105.9,8.6,103.8,7.5,148,"Forest",1,1,"Omnivore","Invertivore","Tr",-25.03,-13.88,-18.07,48.72,37168.05
